I'm surprised Josh even has a wife #MKR
can't wait for kelsey and amanda's prawns to beat the seafood king! #mkr
@ashelia @HereticOfEthics @deathskips 
Parents: I really thought Amy &amp; Tyson would win
@IshMiester @PiaGlenn #notallmen, right dude? Stop blaming women for men's unwanted, un-asked-for behavior.
@Jarmadillos @united nothing would happen, dumbass. Just like it didn't today. You #feminazi clowns are a constant source of entertainment.
'maybe thats the way we can get to the grand final'
It's D day #MKR
This is the night we get rid of the seafood Clown #MKR
Is there anything sadder than a hopelessly friend-zoned male?
Josh is horrible. Amanda is praising josh and Amy's dish and all he is doing is criticising Kelsey and Amanda's #mkr
@kramsirrom I'm utterly at sea #mkr
“Usually I love being in charge, but tonight Amy will be pegging me” #MKR
@pjrtweets @aprilwensel you're doing the #notallmen thing. Careful. Better to acknowledge many are biased and help vs this kind of reaction.
Is Josh part Asian?? #MKR?
Amy: They're FOUL'
@mykitchenrules Looking forward to tonight's episode #KelseyAmanda You go girls!  Let's take out the #SeafoodKing 😂#MKR
People are always complaining about how time consuming risotto is.  
I dont like Josh but i cant stand the sisters screeching. Every time they open their mouths, i think I'm in an aviary so I hope they go #mkr
Don't talk to me about #NotAllMen when every woman I've ever met has had the experience of fearing for her safety if she rejects a dude
You have to give Josh credit for confidence, no matter how undeserved it is #MKR
he talks the talk but if he's going to walk he better walk the plank #mkr
Cmon Kelsey and Amanda. Do us all a favour. Knock out the seafood "king" #mkr
George W. Bush on bird flu: "I got it from Barak Obama!" #TPOT #NotAllMen
George W. Bush on bird flu: "I got it from John Podesta!" #NotYourShield #NotAllMen
@hellafrais it's weird to me how dudes will so easily say "no man will do X" and speak for his whole gender but remember girls, #notallmen!
Seriously, wat.
Haven't seen one celebrity or so called #feminist speak out in behalf of 14 yr old MD rape victim. #fakefeminism #illegalsmoreimpirtant smh
@VeerUpPen @Milkyway1955Z @DeepikaBhardwaj Its good that now police will also know the real face of so called #FakeFeminism &amp; #BiasedLaw
@Proud2BBougie So many women knew this was an obvious scam, but men are just dumb as dogshit (awaits #notallmen responses).
@JDFlee hell naw bruh! I'll pass 😷 #feminazi
Cmon Court &amp; Duncan!!!
@Moto_hood please read the tweet again in that case. It's clearly says tharki North Indian men. After all #NotAllMen
Have you ever wanted to tell someone to shut the fuck up even when they're not talking?
@Polygon Jolly God
seriously nearly everyone succeeded except for 2 other teams #mkr
It's so fast in sudden death.  Seriously.   #mkr
Expert commentary from Pete Evans once more #MKR
Sisters are doing it for themselves on #mkr
I just thought of something. 
kelsey has full glam on while she's cooking in sudden death queens only #mkr
That means he’s in Artarmon, I suspect about 6 kilometres from where I think #mkr is filmed, and about 4km from anything good to eat.
Aww. Poor Kelsey and Amanda. You can get back. 2 more courses to go. #MKR
Yay for Court! Woohoo for Duncan!
Josh is about 5 seconds away from Amy throwing that boiling oil all over him. #mkr
Enemy #SJW uses Gaslight!
