Comment_ID	Text
z121gpnibv3rftuf422xjfbjrweycv5y104	I don&#39;t think Hillary coughed once during the debate. How is it that she appears 100% in good health now when just days ago she was hacking and fainting from &quot;allergies&quot; that randomly turned into &quot;pneumonia&quot;? <br />Watching her last night, you&#39;d never guess she&#39;s put out some odd behavior during speeches, Q&amp;A&#39;s from reporters, etc. within the past few months.  <br />I noticed Hillary&#39;s favorite line - &quot;I have a plan to&quot;, &quot;I have a plan for that&quot;, &quot;At least I have a plan&quot;, &quot;I have a plan&quot;, yet she never delved into exactly what those &quot;plans&quot; are. Once again, a politician who&#39;s all talk and no action. And despite this, the audience goes wild basically every time Hillary tries making a point. It was more than obvious those attending the debate were predominantly liberals. I heard Trump make plenty of good points worthy of applause yet didn&#39;t hear a peep from the audience. Not only that but the freaking debate host wouldn&#39;t stfu and let Trump finish his points. At one point he asks Trump a question about what Trump meant regarding a comment on Hillary and Trump barely has time to answer before the host tries to interrupt. I love The Donald&#39;s reply - <b>&quot;Wait a minute, Les, you asked me a question. Did you ask me a question?&quot;</b> <b>*proceeds to answer*</b> :&#39;D<br />Although I do not exactly trust Trump, I feel that (<i>given his intentions for &quot;Making America Great Again&quot; are true</i>) he would get crap done that Hillary&#39;s only talked about doing for the past 30 years. <br />I&#39;m not convinced that our votes really count but in the event that they actually do (<i>and our next president of the United States isn&#39;t picked before hand</i>) my vote will go to Trump on November 8, 2016. God help us.
z13xej4jelnhuztpy04cjfdwsmapsnxomr00k	boooo clinton she doesnt even know what she is taking.
z13ged05wzelyfvju04cfhlxwlbmf34atvc0k	OH SHUT UP CONSPIRACY FUCK WITTS
z123fpwpvtvth1kfw22fv3loiyvwtl5h504	Donald trump Donald trump!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
z12punh5utjdhnuu123xftgpurqvhbzp404	The moderator&#39;s bias is so obvious. Keep going Trump! The cards are against you...that&#39;s what they want!
z12ci5swxnygif45104chbr44pn3s3s54lw0k	OK. american experts keep claiming that if US navy  stop working . the globe trade will be destroyed immediately by private, by bad  countries. come on. every one benefits from  the trading. who would destroy it? even if some kind of police force is required. all the nations can share the cost which is actually very limited.
z13ti5wzjq22fxrtj224ex1ifzmlvh52v	Clinton was in typical professional form on auto-pilot saying everything every single person would want to hear. Trump Tore down the illusion.
z12vdnhwklaijxooi04ccbpouzimjxwinrs0k	Jenna Marbles for president.
z13wfrc4ozj3hx2tl22zjt45ytn4e52uq	Trump is the big monster and is followed by the mini-monsters.
z12xufwjnoj2xtjav04cf5hxhsqnct3gf3k	ever*
z130vnfhjviujhf0u23azt1okmfejbu0d	He&#39;s been doing coke since the 80&#39;s. I&#39;m not judging, I like coke too.
z13ktpm4fznmtj3at04cdrxgmmatzdrar5g	what about the lower class dont they get a fuckin break they are people to wat the fuck man this is bullshit
z13ec32jcqnysvuls22uxvqhxsnpfdskx	fuck this. the us is fucked. I&#39;m moving to California. fuck the us
z12tjts43pjcihch404cijwpmtf2vzcytzo0k	Trump IS right though...Obama and Hillary helped create isis and have done NOTHING to stop them! and now she claims to have this plan to defeat them? why dint they do that when they were beheading americans on youtube? its more lies by Hillary to get elected!
z13bxfywjlebx5bbr04cfpupdmevgf3gs30	I see Trump I start laughing
z123cd3hlwbpupehd04cdbaprtvki1pwhyk0k	Hillary&#39;s whole campaign is based off sympathy
z12bdn2zqlf0fb55r04cihlbzkb2gdepizc0k	dear americans, whoever will win nothing will be changed, just another war somewhere in the world and debt will continue, these two clowns are just puppets of wall street wolfs nothing else.
z120gl2xwmfatpt4d04cjtmols3zunfyupk0k	Has he sniffed cocaine?
z13qwzrrjoitf1xj504chjv51leyvlep5ng0k	Don&#39;t forget, Trump doesn&#39;t understand the question. So he is horrible.
z13rv12acsffux5hc04chx24qs3lgzer2a0	The number one threat is .......overpopulation  we are 7 500 000 000 today + nearly  1 000 000 000  every decade !!!<br />Who can beleive that a world with so many people is not under threat ?  Especially the wildlife.
z12hjh1rkkvjzv0na22hix2bwpvqtzupu04	Your country is fucked eitherway.<br /> : ^ )
z12nzthj5peci3vcq22aerf5ntrbgto1x	It&#39;s upsetting that the candidates are talking about crime and minority groups and have not yet tackled the INTERNATIONAL drug war and it&#39;s impact. The drug trade is an industry worth BILLIONS of dollars. The drug war kills more people than terrorism. More people have died in the international drug war than those that have been killed by ISIS. How is this not a pressing issue worthy of mention in a presidential debate?
z123x3gamleadn23u23fij2yjkinwzz2h	Trump didn&#39;t lose and that is why he won this debate. <br />Hillary did way better, yet she didn&#39;t destroy Trump and that is a big mistake.<br /><br />The moderator did not do his job. He is a lazy embarrassment. The moment one of the candidates lies, he should point that out. <br /><br />There are people who were convinced by the Trump they saw in this debate, make no mistake. Hillary didn&#39;t win this one.
z130yj3ockvaxjv5i04cfjx55pnwg1qajew	This was homework for me too!!!
z122xzvb5wmfjtlka23ev53oknrxitsmj	this is just the worst fucking thing ever
z12sudmpamfgfbduw22vuxay2vaqv1ybn04	Clinton seems just so much more competent
z13aj5ji1ym5evjcp23vwxybkr21gfesm	Don&#39;t know how anyone can think Trump didn&#39;t win this debate, and every minute of it, seriously, I&#39;ve watched it three times.  All &quot;she&quot; could have won was any award given for Smug and Condescending, and she astonishingly acted this way in front of an audience that was a reflection of the majority of the country:  Pro Trump.  Trump wins on substance.  Hillary wins on strange facial expressions that she pretends in her mind that the audience feels along with her, when they clearly think otherwise.  Trump 2016!
z122x1ay4lq3jvbfu22mslxrtx3lgzciq04	first half goes to donald drumpf he smashed it and yes did win it<br /><br />the second goes to hitlery cliton this is mostly because donald trump is a fucking idiot and made himself lose this. <br /><br />anytime he made up some bullshit he looked like a retard and anytime he debated what he did or did not say he supported he looks retarded but does great when he attacks hitlery. and hitlery does great when she actually acts progressive
z12zxjoa3vffudbv522jdnuzxumbidxjs04	I can take care of my kids Hillary. Just protect my freedoms!
z13mgbe5nsikdb35b04cjraqqtumezlgbtc0k	there is only one way now........DANCE OFFF!!!! bring your crew bitch ass nigga...
z13avbrpbkqguzyre04cj35jwra3ip1yiug0k	To be simple<br />Hilary is too soft and Trump is too rough <br />plan and simple<br />no matter who wins <br />it&#39;s not gonna help this country if anything it will make it worse
z12nszuban3xi3civ04cclyjttauuvdpltk0k	Trump always starts his arguments hating on other countries of how much they &quot;steal&quot; like you forgot how much the USA stole to be as big as it is especially from Mexico. 😂
z12byjsyvnuzcht4i04cfj3iwxaew3hqfxc0k	he&#39;s such a child... OMG... Go Hillary!! trump stupid bastard
z130utbgupi3i1ogt04cjlcp4yurwhajv0s	Donald trump is a idiot
z120sx2ibyrat1rxi04ccvbrnzy3j335t30	Well, I feel like Canada will get a boost in population soon.
z13ljbowyonsttcwg04cfpbybzq0cpwhlqg0k	stupid idiots this is friggin laughable.
z13hi11xtvaigplh104cgveyekjnej0gshc	what a shitty campaign. poor Americans are reduced to trash toys.
z13dcfcjdqijyjjmu22uvxpybsb5jtq4e04	niether one of them should be president trump is a racist asshole and hillarry is jus a liar
z13ohljr4vqahpmor04chzrbqyywt1aqiq00k	one of the main dictionary definitions for the world &#39;Trump&#39; says it all really...<br /><br />Trump: Verb. To break wind from the anus, to &#39;fart&#39;. E.g.&quot;There&#39;s a disgusting smell in here. Has someone trumped?&quot; Noun. 1. An act of breaking wind. 2)The resulting smell of having broke wind from the anus, a &#39;fart&#39;.
z13bvhxzrorlhhbu522szvtjxr2yc3quq	The woman vs. The Child. If only they understood how weak they make our country look; she allows him to talk over her, and he&#39;s irrational and racist. It&#39;s gonna be 9/11 everyday. US of Syria will be the new name. I&#39;m moving to Canada.
z12jcrq4yxaktvcks23hupx50vbjwbjmt	I just simply don&#39;t understand why there is ANYONE on this earth that is rooting for this orange man with the mind of a 4 year old. He&#39;s a Whiney big baby. He doesn&#39;t know how to answer a question what so ever. This is who you people want as president? Jesus
z12cih5axxuespau023sjhdhrpngvtrwh04	kilnton you pice of shit why you dont speak about israel nucklare power
z13ftdbb0pvkhdaod04ch5fi2niizt1ang4	Mrs. Hillary is a great patriot she is not  Russian Spy as &quot;Donald Boy&quot;
z13jsrtrqlflwfdux22ywfyp0lbxcvson04	AMERICA FO MURICANS, GOOD LAW ABIDING WHITE PEOPLE!TRUMP, FUCK LIBERAL COMMUNIST NEGRO LOVER HILLARY, GO BACK TO CUBA, VOTE TRUMMPP
z12ef3piqzuoj1ia104cctv5aqrvfpkoe2g	Hillary is won
z12tfrcyevyrgoxskrr4ytdi0kzcwscs	Trump is a gentleman in the battle ,however,Hilary is so low energy that she always insult Trump on character !!She idiot want be a president??we feel shame on Hilary
z13bhli5ktyzhn3w504ce5c51oumethrqq40k	i don´t like them. but if i have to choose i will choose donald. both are childs and stupid talking nonsence shitt. but i still choose donald.<br />she don´t give a deam about the country. thats so obvious. but usa is a country made by inmigrants so, most of them will not vote for him.but she.<br />i feel , he really want  a better country although.......his vision of a better country thats another mather.
z12eghlyaniajpodq231c1q53o3tu521x	fuck them both
z12ddbvr5knsghgiz04cg5s5dnirud3qaqc0k	What secrets are you hiding Hillary, I don&#39;t buy anything she says.
z12qst2xlzn2ibuqh04cenrziynwxxupjsk0k	I never thought america will come to this point where the citizen must vote to one of them lol
z13pvfooulmggxin422zh1nwrsnbh55rv04	&#39;I want to get on&quot;&#39; to helping the rich keep more of their money.
z13uvhf4eujsy52d023tcjrw0krbtnauu	Clinton is so full of shit. The biggest bullshitter I have ever seen in a debate. Questioning trump about his tax returns? What about her emails? I mean come on she can&#39;t even keep her story straight. She&#39;s a scumbag piece of amphibian shit and she knows she&#39;s shit. A drain on this economy. How anyone can say she ruled this, shows pure grade ignorance, and just how clueless to life people are. She gets in office, it&#39;s game over. You can cuss me and call me what you want but mark the words typed, we will be fucked ducks waiting on a worse war, and a major terror attack. I served this country and to see what our presidents have done to it, make me fuckn puke. We need a Ronald Reagan, and that&#39;s Trump! God Bless You All!!!! MLAR
z13axtxzosnyidf2h22wevnrezvgsnfg304	HILLARY = IDIOT ! WHO IN CHICAGO HAS SHE SAVES !
z12tfnwxkm3ftvt2m22zer0zsxvcshrfg	So don&#39;t trust a word Hillary says... She&#39;s been there upfront and center for many bad decisions and all she has to say is &quot;I/We made a mistake!&quot; ooops soorryyy!!!!!  Really is that an excuse these days. If I used those kind of excuses at work when I made a complete ball up of things I&#39;d get fired!!!!!!
z12isfc40y2yyflcv22ouh3anpzxdd1vr	trump i agree with you but u need to know that many countries using usa as ladder for their sucess.if  people from usa are talented let them compete with all countries.grow up
z12qyvujaxuxx3dxx04cjt4g1zyfgl44q4o	Beware, the debate doesn&#39;t start until 55 min into this white privileged, pat myself on the back, short men syndrome, no balls gathering produced circus.
z13cfdtqtyqeu35iv04cifuzuzrhyh4iqww0k	No matter what people say on Trump and Clinton, people who vote for Clinton they say Trump lost people who vote for Trump says Clinton lost. to be honest no matter who the hell gets president this country is going to be down under I think both are unsuitable to be president. neither one gives a shit for their own people in this country. this country needs to hold off and find more ethical and suitable presidential candidates. neither one are capable of holding the position if one of them gets it, this country will be ran to the absolute ground.
z122i51hesiktvpvm230hrqjqyvxzp2ct	and don&#39;t let a bitch run a country!!!Especially this fake ass bitch
z13pwthhori3ftjfd232exhgqpbdivbw104	"<a href=""http://www.youtube.com/results?q=%23TRUMP"">#TRUMP</a> HAS TAKEN TOTAL <a href=""http://www.youtube.com/results?q=%23COMMAND"">#COMMAND</a> OF THIS <a href=""http://www.youtube.com/results?q=%23ELECTION"">#ELECTION</a> <a href=""http://www.youtube.com/results?q=%23NOW"">#NOW</a> - HE IS GONNA WIN ,.... <a href=""http://www.youtube.com/results?q=%23OHIO"">#OHIO</a> LEAD TOO <a href=""http://www.youtube.com/results?q=%23POWERFUL"">#POWERFUL</a> !!"
z12ot53p3lylijyw104cfxxyxkiqhvshkgo	Let&#39;s go Hillary, Fuck Mr. Racist Ass Trump &amp; his supporters.
z13aeviwltzpzzrnr22eupk4yo3yerkvr	Why does the US have 800 military bases around the world?
z12dflbbdmeagh1da22oxz1box31clijx04	Politifact  reported that 72% of what Donald Trump had said from last night&#39;s <br />debate were False or Untrue, whereas Clinton&#39;s 16% inaccuracy.
z12mgl45ny24dzysg23kcpt5rwjkzzvqb04	She does not sound like Hilary.   Could be a  double.
z13vvhwgtqadglnjw04cd5yqawfivtryqak	Hello everybody, I think it&#39;s important for the United States that Hillary wins, due to she has an thought an few more rational, as you can see I don&#39;t have a good speaking of the English, but I try be much better, and with Clinton many people can be better, as  with her we could go to the United States...
z12gix0w5xzcddtqf04cehchjmrkjtjribc	any idea about that strange advertisement that comes up near the end of this show, it was sort of a home made mini jet engine.. and some one was ignites it with a fire torch, that was really odd!!!!!!!
z13zydnglsi2gfrbl04cgzjzwwyjgf55u4k	Hhhhh
z13zfh14iw3gcz2do22eun1osozkehkfu	Secretary Clinton roasted that orange chicken.
z13cs5xwdo2aipyvq23fe1iimnqkvbq4504	Even though I don&#39;t support Trump, but he made a clear explanation on why companies are going out from US.. Small businesses can&#39;t survive with ineffective regulation because big companies would easily monopoly them.. Raise the taxes for the wealthy would surely make the US lose more jobs.. Both side of the businesses are important, the US government just need to balance their growth in order to create new jobs..
z12iuz54xmmvgbudw230c3xo4rm5idnpf04	Trump has no manners at all. I am only 20 minutes in and I&#39;m already astounded by how rudely he keeps interrupting her. She ought to call him on how he won&#39;t even let her talk.
z122jljqdzzcttzrc04cclxofoffjtwamyw0k	please vote 3rd partyTHIS election is not a choice.
z12gttaoxzqaclxml23sfxdg5zzsgr1vx	Team Hillary
z12bhlooknrkxlexh04cfhg5tu2fvv0zock	Lying has become standard in gov
z13kijpglmzqvzk1c23ogzzrvq3ds11hd04	I&#39;m not super familiar with US politics, but just watching this debate, I believe Hillary is a much better speaker than Trump.
z12zwn0awlqlvxpeq23mdx3qwsn3v5pcm	I do not particularly care for Hillary Clinton. However, the fact that people back Trump and truly believe he can lead this country shows just how badly we need to fund education. I wonder what Britain&#39;s equivalent of this was. -comeatme
z12ctjipwmuhchxbi04cdtcynvv2zvrb0dg	Hillary: <br /><br />- Peaceful. <br />- An experienced.<br />- Do not interrupt the words of Donald. <br />- Have ample knowledge on the political field. <br />- Good at controlling her emotions.<br /><br /><br />Donald:<br /><br />- Edgy. <br />- Shameless. <br />- Does not have a literature of dialogue. <br />- Judged and attacking Hillary without interest. <br />- Unconvincingly. <br />- Talkative. <br />- Three times or four he drinks water, doing some involuntary movements, which indicates his lack of steadfastness and tension. <br />- He did not greets the Black commentator, who stood to greet him after Hillary. except, after a few minutes.<br /><br /><br /><br />The Result:<br /><br />- Hillary: 10/10<br />- Donald: 4/10<br /><br /><br />Conclusion:<br /><br />In my opinion, Hillary it worth to be a president.
z12mhjujdkueyjjws04cfjrzqvagw53a5mc0k	seems US is ready for their first female president
z13uztehcpeyid1mp22mxvrhwwvnjpk5t04	VOTE TRUMP!!!!!
z132cl3grsumdnboc04ccv5ylmrpybxpr5g	DONALD TRUMP HATES WOMEN!!IT LOOKS LIKE HIS MOTHER IS A MAN? IT LOOKS LIKE HE DOES NOT HAVE FEMALE KIDS?..WHY HE TALKS ABOUT WOMEN LIKE IF WOMEN WERE TRASH??THIS DONALD TRUMP HAS VERY SERIOUS PROBLEMS WITH HIS JUDGEMENT TO BE PRESIDENT.
z13avj1ghlzejjvkj22jytpycwepfpv4304	Two clowns
z13nw52ornmpcdtwn04cg1uyrvfeu5iywys0k	trump, what about puerto rico lemme hear something about puerto rico!!!
z130y5gydznrep5ug23fjjarwu3eczeli	best part ill show my tax returns if u release ur 33,000 deleted emails lmao hillary looked like the lying cunt as usual and tried to brush it off Trump 2016
z134zfr5mn2swhir504cgdszbnvdwnkxrb0	I dont like that donald trump talks during hillary&#39;s time to speak . That&#39;s just disrespectful😡😠
z13vwtoookyjsbh0522ttrcgomj5izfwc04	Ronald Reagan raised taxes in 1982, 1984, 1985, 1986, and 1987. Donald Trump&#39;s companies has manufacturing factories in over 85 countries, all outside the United States. Trump has 5 draft deferments. Trump did say that Climate Change is a hoax. Trump thinks that women getting an abortion should all be incarcerated. Before he flip flopped on that. GH Bush started NAFTA, Bill Clinton signed NAFTA into law. Trump said that pregnant women in the workplace is an inconvenience and a liability to companies. Trump said that a $7.25 federal minimum wage is too high. Congressional republicans have blocked every single pay increase bill for veterans, opposes a $15 minimum wage, congressional republicans supports trade deals, and republicans blocked every single jobs creation bill. And people wonder why the economy isn&#39;t growing as fast as they want to.
z13atjrovzeahxczn04cclfpmqvhytizwoc0k	More like inTeRUMPtions amirightt
z13ghrtomrjqfzydw23wxzeglxewuvszj04	Trump destekliyorum
z13beluzdlvszhwqh04cevzq4leqj31rngw	she&#39;ll support the outcome... bernie bitch!
z12kuf0xtsqpsxxbe04cg5xy3kqewhixwao	well this was something......... fuck them both
z13kvt1rgzjftrcmc225tbuqzz3dtp0ch	she only cares about keeping secrets. how many does she have. and telling lies
z12rdhfo2tuxs31ud23iijtw4njezb11d	Conservatism versus Marxist dialectic = argument, not debate, and with a cackling chicken.
z13we1fawonhx1zah04cdh4qfmyiedaoxs40k	guy : what is ur name<br />trump : i have been criticised by china<br /><br /><br />guy : what is your name ..? <br />trump : why don&#39;t you invest 3 trillion dollars in US<br /><br /><br /><br /><br />guy : your 2min over<br />trump : fcuk ()() ₩
z12mgd0ayoqtdvcey22zhvgogsfqzfwed	Dumb and dumber...
z12ndntx2wzxvntzr04cf3nhgsutwppwul40k	Trump choruses<br />&quot;Billions and Billions&quot;<br />&quot;Its a beautiful thing&quot;<br />&quot;It&#39;s not a nice thing&quot;<br />&quot;It is a bad bad thing&quot;
z12yynhrwsjcij3lg22sjn3a0nu0frqrr04	Oh it&#39;s too long...just give me exact time when Hillary colapsed or throw alien egs or get some email.....<br /><br />btw.....support to Trump from Serbia.....fuck elite !!!
z12syjxi0p2fzbsgo04ccthifxemzrfg4d0	Hillary must have practiced for days to master that glass face blank stare while at the same time still hearing some of what Trump was saying. And how she commandeered the debate at the onset as if she took over for Lester. And how she would reword a question herself to her liking and then answer her own question.<br />With that Hillary snarl regarding how she spent the last few days at home &quot;preparing to be president,&quot; Trump should have said: &quot;Yes, And i was out on the campaign trail meeting my constituents to prepare to be president.&quot; He missed that one.<br />Lester&#39;s questions were obviously anti-Trump. A neutral fellow? No way. It was two against one.
z122vrs4jxixctfg504cjtfrwvaxyxw5t4g	I hope Hillary wins
z12fwhsrowb2wz2vc23ayn5y2zinwlqlg	democracy is system almost 3000 years old... it sucks by now...   XD
z135vvdjpo2kjrw5004cg11qbrbxir1pxqg0k	Where is the value system for humanity?<br />1% of humanity owns 99% of all assets, so us, the 99% “own“ the rest.<br />Donald Trump owns 3,7 billion dollars. This amount is so ridiculously high that I could vomit.<br />Just an example: 7 billion dollars are needed to give 2,6 billion people access to clean drinking water. Get it?
z13qy5bakpy1fvv3i23fglxhnruow1uft	Hillary for Prison 2016.
z134wtdxjpisvbmol04cct4buxn0v32rltk0k	عجب
z13jxj3geo2xdxthv04cehh4jsiwsbwgoo40k	president clinton made by drump - Uber Driver NY
z12xuruwckeigddwf04cgdubpyzoch0oz4g	she is not Hillary, is a clone . .
z12murhysvzyifx4004cgpdjqzrqg5l53f4	If Trump and Clinton are on a boat, who survives? America
z12lxfaqrrajvflf4224fvdilp3ripdug	WANT A WAR WITH RUSSIA? ELECT CLINTON, AND INTERESTING HOW MORE EMAILS WONT BE RELEASED UNTIL AFTER THE ELECTION? ABSOLUTE CORRUPTION!
z13hexbi5xvpvlbqc04cff4i5nbwxzbhmrc0k	If Hillary can make a redneck cry, i&#39;m voting for Hillary.
z12qc3y5xkjzwjnmn22hcn25rlyox3q24	Hillary with that dopey ass smile...
z13lffpbjrriijgl2231g5agnuuljbwkd	One talks in sound bites the other speaks their mind... Who can guess which way round that is?
z135h5qhzqvwjnxxr04cizmqism0x1hxsjs	all you people saying Clinton won the debate maybe you should watch the debate 1 more time, and untill the end
z124xrqa3yymsrhlr22hgpzpamy4iv4q004	US should change the  rules to postpone the period for a president up to 15 year to get back Obama
z12qjzkbvxelflxtz22ndncjbsu1f5jud	"Trump is a real human being. And that monster in red is like from another planet: a lot of unnecessary Barby-like smiling, unnatural big eyes, the tone of the speech. It is obvious that she wants to take advantage not by talking about real things but with applying polit-technologies, the style of how she speaks (as a teacher).<br />And Trump is great with his gestures, look at this <a href=""http://www.youtube.com/watch?v=ZEHPrYUcoi0&amp;t=1h04m14s"">1:04:14</a> :)))"
z12ri1dbttqbjleyb04cjhvyhmbwzvr51gs	Its very clear that, TRUMP has a clear plan.  Listen to this carefully, LET HIM PROVE. VOTE HIM.
z13nztz40uiqszn2y22yyzwhjnjphfby004	Hillary thrashed Trump<br />+ I deleted my 5,000 Emails &amp; no one gave a fuck...
z12qxjlxmur5yj0we04cgzdy1ym1vruyhks0k	"<a href=""http://www.youtube.com/watch?v=ZEHPrYUcoi0&amp;t=24m42s"">24:42</a> The witch is listening to her earpiece and jotting down recommended tips from her corrupt team.."
z132dt5ybl2dvryhf04cjhs4kritffvbee4	zionist games online isis bs why u not stop porno online everyone can find it have made u kids porno people and prostitutes isis is jus ta zionist games oto give billion in zionist israel etc how u get down isis by killing more millions innocents in middle east ?
z13dyxkygxnmv3ngg04cdfgpbrujfz4bwmk0k	&quot;In Palm Beach Florida a tough community, a brilliant community, a wealthy Community, probably the wealthiest community there is in the world. I opened a club and really get great credit for it. No discrimination against African-Americans, against Muslims, against anybody and it&#39;s a tremendously successful club and I&#39;m so glad I did it and I&#39;ve been given great credit for what I did and I&#39;m very very proud of it and that&#39;s the way I feel, that is the TRUE way I feel.&quot; <br />-Donald John Trump<br /><br />Just didn&#39;t have the STAMINA to refrain from bursts of laughter.
z12qgfcpbwiggx2bq04cenhykqiws3wjwo00k	you got enough ads on this?
z12pydgjsuylfvwhl04cjhvqsnyasrwhjqg0k	Trump dominated her in so many ways! TRUMP 2016! EVERYONE ACCEPT THAT! :D
z12ejxfqyo33fxhs2223jbthwoiwgze2j	How about this? Not Trump, not Hillary, but me legalizing weed!
z121uxigpxe2vruhb04cfze4axbfvtwxwks0k	Trump could have done literally nothing but pulled down his pants, taken a massive shit and smeared the shit all over his face while drooling on the floor and his supporters would still be claiming he won.
z13vtzircsetyb5po04chxcolzu0x1ihrhw	"Pretty shocked at Hillary&#39;s potty mouth at <a href=""http://www.youtube.com/watch?v=ZEHPrYUcoi0&amp;t=58m34s"">58:34</a> to be honest."
z12rjpjjllqiuxtzi04chpp4gvzwuzcqgxg0k	I find it funny how at the end he smiled and patted her on on the back and she even returned the smile
z12pc1jjzm2uc3bb204cix0oiw3ridnylq00k	AMERICA TODAY?<br />1. With the most Prisons and Prisoners on the World!!!<br />2. Every third American Citizen is punished!!! In USA living today 100.000.000 punished Americans! No right to vote!!!<br />3. Slaverjob,s in US-Prisons, Prisoners working for US-Weaponscompanys very cheap!!!
